ID		manufacturer		product type		digital storage		flash memory installed		diagonal size		battery		supported digital audio standards		estimated battery life
32959152		Samsung		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,		25 hour(s),		
32959151		Samsung		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,		25 hour(s),		
32959154		Samsung		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player battery,		MP3,,WMA,		25 hour(s),		
33248627		Apple		Digital player,		None,		16 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		36 hour(s),		
33248628		Apple		Digital player,		None,		8 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		36 hour(s),		
33248391		Apple		Digital player,		None,		32 GB Integrated,		3.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		36 hour(s),		
33246772		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33247196		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246756		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246692		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246746		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246994		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33247194		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33247195		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246727		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246793		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33247104		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33247193		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246832		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246666		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246716		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246707		Apple		Digital player,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33247192		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33246945		Apple		Digital player,		None,		16 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		24 hour(s),		
33158011		Creative		Digital player / radio,		None,		8 GB Integrated,		2.5 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,,AAC,				
33183617		Creative		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,		32 hour(s),		
33183615		Creative		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,		32 hour(s),		
33183655		Creative		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,		32 hour(s),		
33183861		Creative		Digital player / radio,		None,		8 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,		32 hour(s),		
33183812		Creative		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Protected WMA (DRM 10),,Audible,		32 hour(s),		
33183727		Creative		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		1 x Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,ADPCM,,WMA,,Audible,		32 hour(s),		
33190939		Yamaha		Digital player,		None,		2 GB Integrated,				1 x AAA type Player batteryInternal,		MP3,,WMA,,Protected WMA (DRM 10),,PCM,,WAV,				
32815624		Other product lines		Digital player / radio,		None,		4 GB Integrated,		2.8 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,,AAC,				
32815625		Other product lines		Digital player / radio,		None,		8 GB Integrated,		2.8 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,,AAC,				
32815649		Other product lines		Digital player / radio,		None,		2 GB Integrated,				1 x Lithium ion Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,				
33107344		iRiver		Digital player / radio,				4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		12 hour(s),,3.5 hour(s),		
33107348		iRiver		Digital player / radio,		None,		8 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		12 hour(s),		
33107347		iRiver		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		12 hour(s),		
33108937		iRiver		Digital player / radio,		None,		8 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		12 hour(s),		
33108936		iRiver		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		12 hour(s),		
33108926		iRiver		Digital player / radio,				8 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryInternal,		MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		12 hour(s),,3.5 hour(s),		
32815576		Tonium		Hard drive,		120 GB,								MP3,,AAC,,AIFF,,FLAC,,Ogg Vorbis,		18 hour(s),		
33089643		Samsung		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Ogg Vorbis,		13 hour(s),		
33089645		Samsung		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Ogg Vorbis,		13 hour(s),		
33089641		Samsung		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Ogg Vorbis,		13 hour(s),		
33089642		Samsung		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Ogg Vorbis,		13 hour(s),		
33089644		Samsung		Digital player,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,Ogg Vorbis,		13 hour(s),		
32626866		Other product lines		Digital player / radio,		None,		8 GB Integrated,		3.5 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,				
33059749		Sony		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,AAC,		5 hour(s),		
33059748		Sony		Digital player,		None,		2 GB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,AAC,		5 hour(s),		
32815924		iRiver		Digital player,				1 GB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,		9 hour(s),		
32858127		iRiver		Digital player,				1 GB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,		9 hour(s),		
32858128		iRiver		Digital player,				1 GB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,		9 hour(s),		
32858126		iRiver		Digital player,				1 GB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,		9 hour(s),		
32924055		iRiver		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896225		iRiver		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896226		iRiver		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896229		iRiver		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896231		iRiver		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896232		iRiver		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896228		iRiver		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896230		iRiver		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32924054		iRiver		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32896227		iRiver		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		17 hour(s),		
32898329		Sony		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Rechargeable Player batteryIntegrated,		PCM,,MP3,,Protected WMA (DRM),,WMA,,AAC,		36 hour(s),		
32893466		Sony		Digital player,		None,		8 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,		36 hour(s),		
32893773		Sony		Digital player,		None,		8 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,		36 hour(s),		
32893653		Sony		Digital player,		None,		8 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,		36 hour(s),		
32893492		Sony		Digital player,		None,		8 GB Integrated,		2.4 in,		Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,AAC,,PCM,		36 hour(s),		
32857116		LaCie Ltd.										Included Qty,						
32857114		LaCie Ltd.										Included Qty,						
32857115		LaCie Ltd.										Included Qty,						
32896580		SanDisk		Digital player / radio,		None,		8 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		FLAC,,Ogg Vorbis,,Audible,,WAV,,WMA,,MP3,		24 hour(s),		
32896584		SanDisk		Digital player / radio,		None,		2 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		WMA,,WAV,,Ogg Vorbis,,MP3,,FLAC,,Audible,		24 hour(s),		
32896579		SanDisk		Digital player / radio,		None,		4 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		Ogg Vorbis,,FLAC,,Audible,,WAV,,WMA,,MP3,		24 hour(s),		
32896581		SanDisk		Digital player / radio,		None,		4 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		Audible,,WAV,,WMA,,Ogg Vorbis,,FLAC,,MP3,		24 hour(s),		
32896583		SanDisk		Digital player / radio,		None,		4 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		Audible,,FLAC,,MP3,,Ogg Vorbis,,WAV,,WMA,		24 hour(s),		
33378644		SanDisk		Digital player / radio,		None,		8 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		MP3,,WMA,,Audible,,WAV,		24 hour(s),		
32896582		SanDisk		Digital player / radio,		None,		4 GB Integrated,		1.9 in,		Rechargeable Player batteryInternal,		Audible,,FLAC,,MP3,,WMA,,WAV,,Ogg Vorbis,		24 hour(s),		
32749369		Samsung		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		25 hour(s),		
32890528		Samsung		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		25 hour(s),		
32890535		Samsung		Digital player / radio,		None,		2 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		25 hour(s),		
32890536		Samsung		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,		25 hour(s),		
32740056		Archos										Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32740055		Archos										Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32848608		Peapod Toys		Digital player,				256 MB Integrated,				1 x AA type Standard battery,		MP3,,WMA,		40 hour(s),		
32848619		Peapod Toys		Digital player,				256 MB Integrated,				1 x AA type Standard battery,		MP3,,WMA,		40 hour(s),		
32853571		Hyun Won America (MobiBLU)		Digital player / radio,				4 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		9 hour(s),		
32853569		Hyun Won America (MobiBLU)		Digital player / radio,				2 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		9 hour(s),		
32853572		Hyun Won America (MobiBLU)		Digital player / radio,				8 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		9 hour(s),		
32853570		Hyun Won America (MobiBLU)		Digital player / radio,				1 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,WMA,,WAV,		9 hour(s),		
32775599		Cowon Systems, Inc.										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,Recharge Time,						
32307480		Cowon Systems, Inc.										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,Recharge Time,						
32792655		Other product lines		Digital player / radio,		None,		1 GB Integrated,		1 in,		1 x Lithium ion Rechargeable Player battery,		MP3,,WMA,,Protected WMA (DRM 10),,Audible,,WAV,		30 hour(s),		
32792657		Other product lines		Digital player / radio,				1 GB Integrated,		1 in,		Lithium ion Rechargeable Player battery,		MP3,,WMA,,Audible,,WAV,		30 hour(s),		
32593881		Cowon Systems, Inc.										Capacity,Recharge Time,Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32821922		Cowon Systems, Inc.										Capacity,Recharge Time,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
32717913		Other product lines		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium ion Rechargeable Player batteryInternal,		WAV,,WMAPro,,MP3,,WMA,,Protected WMA (DRM 10),,Audible,,Ogg Vorbis,		25 hour(s),		
32717938		Other product lines		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium ion Rechargeable Player batteryInternal,		WAV,,WMAPro,,MP3,,WMA,,Protected WMA (DRM 10),,Audible,,Ogg Vorbis,		25 hour(s),		
32588460		Samsung		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		30 hour(s),		
32637195		Samsung		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		30 hour(s),		
32781766		Samsung		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		30 hour(s),		
32637210		Samsung		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		30 hour(s),		
32637204		Samsung		Digital player / radio,		None,		4 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		30 hour(s),		
32638981		Microsoft		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32638987		Microsoft		Digital player / radio,		None,		8 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32638986		Microsoft		Digital player / radio,		None,		8 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		AAC,,MP3,,WMA,		24 hour(s),		
32638983		Microsoft		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32638985		Microsoft		Digital player / radio,		None,		8 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32638982		Microsoft		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32638984		Microsoft		Digital player / radio,		None,		4 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32638988		Microsoft		Digital player / radio,		None,		8 GB Integrated,		1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC,		24 hour(s),		
32740046		Oakley		Sunglasses with digital player,		None,		2 GB Integrated,				Rechargeable Player battery,		MP3,,Protected WMA (DRM 9),,AAC,,WAV,,WMA,		7 hour(s),		
